pokemon_identifier,move_identifier,level
diglett-alola,dig,18
diglett-alola,slash,21
diglett-alola,sucker-punch,25
diglett-alola,earthquake,29
diglett-alola,fissure,33
dugtrio,tri-attack,1
dugtrio,screech,1
dugtrio,scratch,1
dugtrio,sand-attack,1
dugtrio,growl,1
dugtrio,agility,1
dugtrio,sand-attack,4
dugtrio,growl,8
dugtrio,agility,12
dugtrio,fury-swipes,15
dugtrio,dig,18
dugtrio,slash,21
dugtrio,sucker-punch,25
dugtrio,earthquake,35
dugtrio,fissure,45
dugtrio-alola,tri-attack,1
dugtrio-alola,screech,1
dugtrio-alola,scratch,1
dugtrio-alola,sand-attack,1
dugtrio-alola,growl,1
dugtrio-alola,agility,1
dugtrio-alola,sand-attack,4
dugtrio-alola,growl,8
dugtrio-alola,agility,12
dugtrio-alola,fury-swipes,15
dugtrio-alola,dig,18
dugtrio-alola,slash,21
dugtrio-alola,sucker-punch,25
dugtrio-alola,earthquake,35
dugtrio-alola,fissure,45
meowth,scratch,1
meowth,growl,1
meowth,bite,1
meowth,fake-out,1
meowth,bite,3
meowth,fake-out,6
meowth,taunt,9
meowth,pay-day,12
meowth,feint,15
meowth,fury-swipes,19
meowth,screech,23
meowth,slash,27
meowth,nasty-plot,31
meowth,play-rough,35
meowth-alola,scratch,1
meowth-alola,growl,1
meowth-alola,bite,1
meowth-alola,fake-out,1
meowth-alola,bite,3
meowth-alola,fake-out,6
meowth-alola,taunt,9
meowth-alola,pay-day,12
meowth-alola,feint,15
meowth-alola,fury-swipes,19
meowth-alola,screech,23
meowth-alola,slash,27
meowth-alola,nasty-plot,31
meowth-alola,play-rough,35
meowth-galar,fake-out,1
meowth-galar,growl,1
meowth-galar,hone-claws,4
meowth-galar,scratch,8
meowth-galar,pay-day,12
meowth-galar,metal-claw,16
meowth-galar,taunt,20
meowth-galar,swagger,24
meowth-galar,fury-swipes,29
meowth-galar,screech,32
meowth-galar,slash,36
meowth-galar,metal-sound,40
meowth-galar,thrash,44
persian,swift,1
persian,amnesia,1
persian,hypnosis,1
persian,scratch,1
persian,growl,1
persian,bite,1
persian,fake-out,1
persian,bite,3
persian,fake-out,6
persian,taunt,9
persian,pay-day,12
persian,feint,15
persian,fury-swipes,19
persian,screech,23
persian,slash,27
persian,nasty-plot,37
persian,play-rough,47
persian-alola,swift,1
persian-alola,amnesia,1
persian-alola,hypnosis,1
persian-alola,scratch,1
persian-alola,growl,1
persian-alola,bite,1
persian-alola,fake-out,1
persian-alola,bite,3
persian-alola,fake-out,6
persian-alola,taunt,9
persian-alola,pay-day,12
persian-alola,feint,16
persian-alola,fury-swipes,19
persian-alola,screech,23
persian-alola,slash,27
persian-alola,nasty-plot,37
persian-alola,play-rough,47
perrserker,iron-head,1
perrserker,metal-burst,1
perrserker,iron-defense,1
perrserker,fake-out,1
perrserker,growl,1
perrserker,hone-claws,1
perrserker,scratch,1
perrserker,pay-day,12
perrserker,metal-claw,16
perrserker,taunt,20
perrserker,swagger,24
perrserker,fury-swipes,31
perrserker,screech,36
perrserker,slash,42
perrserker,metal-sound,48
perrserker,thrash,54
psyduck,scratch,1
psyduck,tail-whip,5
psyduck,water-gun,9
psyduck,confusion,14
psyduck,fury-swipes,18
psyduck,disable,23
psyduck,psybeam,27
psyduck,screech,32
psyduck,surf,36
psyduck,amnesia,41
psyduck,hydro-pump,45
golduck,yawn,1
golduck,encore,1
golduck,scratch,1
golduck,tail-whip,1
golduck,water-gun,1
golduck,confusion,1
golduck,tail-whip,5
golduck,water-gun,9
golduck,confusion,14
golduck,fury-swipes,18
golduck,disable,23
golduck,psybeam,27
golduck,screech,32
golduck,surf,42
golduck,amnesia,53
golduck,hydro-pump,63
mankey,leer,1
mankey,scratch,1
mankey,focus-energy,5
mankey,taunt,8
mankey,karate-chop,13
mankey,fury-swipes,16
mankey,low-kick,21
mankey,seismic-toss,24
mankey,u-turn,29
mankey,screech,32
mankey,thrash,37
mankey,outrage,40
primeape,rage,1
primeape,encore,1
primeape,counter,1
primeape,leer,1
primeape,scratch,1
primeape,focus-energy,1
primeape,taunt,1
primeape,focus-energy,5
primeape,taunt,8
primeape,karate-chop,13
primeape,fury-swipes,16
primeape,low-kick,21
primeape,seismic-toss,24
primeape,u-turn,33
primeape,screech,40
primeape,thrash,49
primeape,outrage,56
growlithe,bite,1
growlithe,roar,1
growlithe,ember,3
growlithe,leer,7
growlithe,helping-hand,10
growlithe,take-down,14
growlithe,flamethrower,17
growlithe,agility,21
growlithe,heat-wave,24
growlithe,crunch,28
growlithe,outrage,31
growlithe,play-rough,35
growlithe,flare-blitz,38
arcanine,double-edge,1
arcanine,bite,1
arcanine,roar,1
arcanine,ember,1
arcanine,leer,1
poliwag,bubble,1
poliwag,pound,4
poliwag,hypnosis,8
poliwag,water-gun,12
poliwag,double-slap,16
poliwag,bubble-beam,21
poliwag,low-kick,26
poliwag,body-slam,31
poliwag,hydro-pump,36
poliwhirl,bubble,1
poliwhirl,pound,1
poliwhirl,hypnosis,1
poliwhirl,water-gun,1
poliwhirl,pound,4
poliwhirl,hypnosis,8
poliwhirl,water-gun,12
poliwhirl,double-slap,16
poliwhirl,bubble-beam,21
poliwhirl,low-kick,30
poliwhirl,body-slam,39
poliwhirl,hydro-pump,48
poliwrath,submission,1
poliwrath,mist,1
poliwrath,haze,1
poliwrath,bulk-up,1
poliwrath,bubble,1
poliwrath,pound,1
poliwrath,hypnosis,1
poliwrath,water-gun,1
poliwrath,superpower,57
politoed,bubble-beam,1
politoed,hypnosis,1
politoed,double-slap,1
politoed,perish-song,1
politoed,swagger,27
politoed,bounce,37
politoed,hyper-voice,48
abra,teleport,1
kadabra,kinesis,1
kadabra,psybeam,1
kadabra,confusion,1
kadabra,teleport,1
kadabra,disable,1
kadabra,flash,1
kadabra,disable,6
kadabra,flash,13
kadabra,night-shade,19
kadabra,substitute,26
kadabra,reflect,32
kadabra,recover,39
kadabra,psychic,45
alakazam,calm-mind,1
alakazam,kinesis,1
alakazam,psybeam,1
alakazam,barrier,1
alakazam,encore,1
alakazam,confusion,1
alakazam,teleport,1
alakazam,disable,1
alakazam,flash,1
alakazam,disable,6
alakazam,flash,13
alakazam,night-shade,19
alakazam,substitute,26
alakazam,reflect,32
alakazam,recover,39
alakazam,psychic,45
alakazam-mega,calm-mind,1
alakazam-mega,kinesis,1
alakazam-mega,psybeam,1
alakazam-mega,barrier,1
alakazam-mega,encore,1
alakazam-mega,confusion,1
alakazam-mega,teleport,1
alakazam-mega,disable,1
alakazam-mega,flash,1
alakazam-mega,disable,6
alakazam-mega,flash,13
alakazam-mega,night-shade,19
alakazam-mega,substitute,26
alakazam-mega,reflect,32
alakazam-mega,recover,39
alakazam-mega,psychic,45
machop,low-kick,1
machop,leer,1
machop,focus-energy,4
machop,bide,8
machop,seismic-toss,12
machop,karate-chop,16
machop,brick-break,21
machop,submission,26
machop,bulk-up,31
machop,superpower,36
machoke,low-kick,1
machoke,leer,1
machoke,focus-energy,1
machoke,bide,1
machoke,focus-energy,4
machoke,bide,8
machoke,seismic-toss,12
machoke,karate-chop,16
machoke,brick-break,21
machoke,submission,26
machoke,bulk-up,37
machoke,superpower,48
machamp,strength,1
machamp,encore,1
machamp,counter,1
machamp,low-kick,1
machamp,leer,1
machamp,focus-energy,1
machamp,bide,1
machamp,focus-energy,4
machamp,bide,8
machamp,seismic-toss,12
machamp,karate-chop,16
machamp,brick-break,21
machamp,submission,26
machamp,bulk-up,37
machamp,superpower,48
bellsprout,vine-whip,1
bellsprout,growth,4
bellsprout,wrap,8
bellsprout,acid,12
bellsprout,sleep-powder,16
bellsprout,poison-powder,17
bellsprout,stun-spore,18
bellsprout,razor-leaf,22
bellsprout,poison-jab,26
bellsprout,slam,30
weepinbell,vine-whip,1
weepinbell,growth,1
weepinbell,wrap,1
weepinbell,acid,1
weepinbell,growth,4
weepinbell,wrap,8
weepinbell,acid,12
weepinbell,sleep-powder,16
weepinbell,poison-powder,17
weepinbell,stun-spore,18
weepinbell,razor-leaf,27
weepinbell,poison-jab,36
weepinbell,slam,45
victreebel,power-whip,1
victreebel,clear-smog,1
victreebel,leech-life,1
victreebel,swords-dance,1
victreebel,sucker-punch,1
victreebel,vine-whip,1
victreebel,growth,1
victreebel,wrap,1
victreebel,acid,1
victreebel,power-whip,54
tentacool,poison-sting,1
tentacool,constrict,4
tentacool,supersonic,9
tentacool,acid,13
tentacool,bubble-beam,18
tentacool,wrap,22
tentacool,surf,27
tentacool,barrier,31
tentacool,poison-jab,36
tentacool,screech,40
tentacool,hydro-pump,45
tentacruel,haze,1
tentacruel,mirror-coat,1
tentacruel,poison-sting,1
tentacruel,constrict,1
tentacruel,supersonic,1
tentacruel,acid,1
tentacruel,constrict,4
tentacruel,supersonic,9
tentacruel,acid,13
tentacruel,bubble-beam,18
tentacruel,wrap,22
tentacruel,surf,27
tentacruel,barrier,36
tentacruel,poison-jab,46
tentacruel,screech,55
tentacruel,hydro-pump,65
geodude,tackle,1
geodude,defense-curl,1
geodude,sand-attack,3
geodude,bide,6
geodude,rock-throw,9
geodude,stealth-rock,12
geodude,take-down,15
geodude,self-destruct,19
geodude,rock-slide,23
geodude,earthquake,27
geodude,double-edge,31
geodude,explosion,35
geodude-alola,tackle,1
geodude-alola,defense-curl,1
geodude-alola,thunder-shock,3
geodude-alola,bide,6
geodude-alola,rock-throw,9
geodude-alola,stealth-rock,12
geodude-alola,take-down,15
geodude-alola,self-destruct,19
geodude-alola,rock-slide,23
geodude-alola,thunder-punch,27
geodude-alola,double-edge,31
geodude-alola,explosion,35
graveler,tackle,1
graveler,defense-curl,1
graveler,sand-attack,1
graveler,bide,1
graveler,sand-attack,3
graveler,bide,6
graveler,rock-throw,9
graveler,stealth-rock,12
graveler,take-down,15
graveler,self-destruct,19
graveler,rock-slide,23
graveler,earthquake,31
graveler,double-edge,39
graveler,explosion,47
graveler-alola,tackle,1
graveler-alola,defense-curl,1
graveler-alola,thunder-shock,1
graveler-alola,bide,1
graveler-alola,thunder-shock,3
graveler-alola,bide,6
graveler-alola,rock-throw,9
graveler-alola,stealth-rock,12
graveler-alola,take-down,15
graveler-alola,self-destruct,19
graveler-alola,rock-slide,23
graveler-alola,thunder-punch,31
graveler-alola,double-edge,39
graveler-alola,explosion,47
golem,mega-punch,1
golem,tackle,1
golem,defense-curl,1
golem,sand-attack,1
golem,bide,1
golem,sand-attack,3
golem,bide,6
golem,rock-throw,9
golem,stealth-rock,12
golem,take-down,15
golem,self-destruct,19
golem,rock-slide,23
golem,earthquake,31
golem,double-edge,39
golem,explosion,47
golem-alola,mega-punch,1
golem-alola,tackle,1
golem-alola,defense-curl,1
golem-alola,thunder-shock,1
golem-alola,bide,1
golem-alola,thunder-shock,3
golem-alola,bide,6
golem-alola,rock-throw,9
golem-alola,stealth-rock,12
golem-alola,take-down,15
golem-alola,self-destruct,19
golem-alola,rock-slide,23
golem-alola,thunder-punch,31
golem-alola,double-edge,39
golem-alola,explosion,47
ponyta,growl,1
ponyta,tackle,1
ponyta,tail-whip,1
ponyta,ember,5
ponyta,quick-attack,10
ponyta,double-kick,15
ponyta,stomp,20
ponyta,fire-spin,26
ponyta,agility,32
ponyta,fire-blast,38
ponyta,take-down,44
ponyta,flare-blitz,51
ponyta-galar,tackle,1
ponyta-galar,growl,1
ponyta-galar,tail-whip,5
ponyta-galar,confusion,10
ponyta-galar,fairy-wind,15
ponyta-galar,agility,20
ponyta-galar,psybeam,25
ponyta-galar,stomp,30
ponyta-galar,heal-pulse,35
ponyta-galar,take-down,41
ponyta-galar,dazzling-gleam,45
ponyta-galar,psychic,50
ponyta-galar,healing-wish,55
rapidash,fury-attack,1
rapidash,horn-drill,1
rapidash,hypnosis,1
rapidash,poison-jab,1
rapidash,megahorn,1
rapidash,growl,1
rapidash,tackle,1
rapidash,tail-whip,1
rapidash,ember,1
rapidash,ember,5
rapidash,quick-attack,10
rapidash,double-kick,15
rapidash,stomp,20
rapidash,fire-spin,26
rapidash,agility,32
rapidash,fire-blast,38
rapidash,take-down,51
rapidash,flare-blitz,65
rapidash-galar,psycho-cut,1
rapidash-galar,megahorn,1
rapidash-galar,tackle,1
rapidash-galar,quick-attack,1
rapidash-galar,growl,1
rapidash-galar,tail-whip,1
rapidash-galar,confusion,1
rapidash-galar,fairy-wind,15
rapidash-galar,agility,20
rapidash-galar,psybeam,25
rapidash-galar,stomp,30
rapidash-galar,heal-pulse,35
rapidash-galar,take-down,43
rapidash-galar,dazzling-gleam,49
rapidash-galar,psychic,56
rapidash-galar,healing-wish,63
slowpoke,yawn,1
slowpoke,tackle,1
slowpoke,growl,6
slowpoke,water-gun,12
slowpoke,confusion,18
slowpoke,disable,24
slowpoke,rest,30
slowpoke,surf,36
slowpoke,psychic,42
slowpoke,amnesia,48
slowbro,withdraw,1
slowbro,stomp,1
slowbro,yawn,1
slowbro,tackle,1
slowbro,growl,1
slowbro,water-gun,1
slowbro,growl,6
slowbro,water-gun,12
slowbro,confusion,18
slowbro,disable,24
slowbro,rest,30
slowbro,surf,36
slowbro,psychic,49
slowbro,amnesia,62
slowbro-mega,withdraw,1
slowbro-mega,stomp,1
slowbro-mega,yawn,1
slowbro-mega,tackle,1
slowbro-mega,growl,1
slowbro-mega,water-gun,1
slowbro-mega,growl,6
slowbro-mega,water-gun,12
slowbro-mega,confusion,18
slowbro-mega,disable,24
slowbro-mega,rest,30
slowbro-mega,surf,36
slowbro-mega,psychic,49
slowbro-mega,amnesia,62
slowking,heal-pulse,1
slowking,power-gem,1
slowking,hidden-power,1
slowking,curse,1
slowking,yawn,1
slowking,tackle,1
slowking,growl,5
slowking,water-gun,9
slowking,confusion,14
slowking,disable,19
slowking,headbutt,23
slowking,water-pulse,28
slowking,zen-headbutt,32
slowking,nasty-plot,36
slowking,swagger,41
slowking,psychic,45
slowking,trump-card,49
slowking,psych-up,54
slowking,heal-pulse,58
magnemite,tackle,1
magnemite,supersonic,1
magnemite,thunder-shock,5
magnemite,thunder-wave,10
magnemite,sonic-boom,15
magnemite,light-screen,20
magnemite,thunderbolt,26
magnemite,screech,32
magnemite,flash-cannon,38
magnemite,thunder,44
magneton,tri-attack,1
magneton,tackle,1
magneton,supersonic,1
magneton,thunder-shock,1
magneton,thunder-wave,1
magneton,thunder-shock,5
magneton,thunder-wave,10
magneton,sonic-boom,15
magneton,light-screen,20
magneton,thunderbolt,26
magneton,screech,36
magneton,flash-cannon,46
magneton,thunder,56
magnezone,tri-attack,1
magnezone,zap-cannon,1
magnezone,magnetic-flux,1
magnezone,mirror-coat,1
magnezone,barrier,1
magnezone,electric-terrain,1
magnezone,tackle,1
magnezone,supersonic,1
magnezone,thunder-shock,1
magnezone,thunder-wave,1
magnezone,thunder-shock,5
magnezone,thunder-wave,7
magnezone,magnet-bomb,11
magnezone,light-screen,13
magnezone,sonic-boom,17
magnezone,spark,19
magnezone,mirror-shot,23
magnezone,metal-sound,25
magnezone,electro-ball,29
magnezone,flash-cannon,33
magnezone,screech,39
magnezone,discharge,43
magnezone,lock-on,49
magnezone,magnet-rise,53
magnezone,gyro-ball,59
magnezone,zap-cannon,63
farfetchd,mirror-move,1
farfetchd,quick-attack,1
farfetchd,poison-jab,1
farfetchd,peck,1
farfetchd,sand-attack,1
farfetchd,leer,1
farfetchd,feint,1
farfetchd,focus-energy,4
farfetchd,cut,9
farfetchd,razor-leaf,13
farfetchd,fury-attack,18
farfetchd,agility,22
farfetchd,slash,27
farfetchd,air-slash,31
farfetchd,swords-dance,36
farfetchd,sky-attack,40
farfetchd-galar,peck,1
farfetchd-galar,sand-attack,1
farfetchd-galar,leer,5
farfetchd-galar,fury-cutter,10
farfetchd-galar,rock-smash,15
farfetchd-galar,brutal-swing,20
farfetchd-galar,detect,25
farfetchd-galar,knock-off,30
farfetchd-galar,defog,35
farfetchd-galar,brick-break,40
farfetchd-galar,swords-dance,45
farfetchd-galar,slam,50
farfetchd-galar,leaf-blade,55
farfetchd-galar,final-gambit,60
farfetchd-galar,brave-bird,65
sirfetchd,iron-defense,1
sirfetchd,first-impression,1
sirfetchd,peck,1
sirfetchd,sand-attack,1
sirfetchd,leer,1
sirfetchd,fury-cutter,1
sirfetchd,rock-smash,15
sirfetchd,brutal-swing,20
sirfetchd,detect,25
sirfetchd,knock-off,30
sirfetchd,defog,35
sirfetchd,brick-break,40
sirfetchd,swords-dance,45
sirfetchd,slam,50
sirfetchd,leaf-blade,55
sirfetchd,final-gambit,60
sirfetchd,brave-bird,65
sirfetchd,meteor-assault,70
doduo,peck,1
doduo,growl,1
doduo,quick-attack,5
doduo,rage,10
doduo,fury-attack,16
doduo,agility,22
doduo,drill-peck,27
doduo,swords-dance,32
doduo,jump-kick,38
doduo,thrash,44
dodrio,tri-attack,1
dodrio,mirror-move,1
dodrio,supersonic,1
dodrio,peck,1
dodrio,growl,1
dodrio,quick-attack,1
dodrio,rage,1
dodrio,quick-attack,5
dodrio,rage,10
dodrio,fury-attack,16
dodrio,agility,22
dodrio,drill-peck,27
dodrio,swords-dance,37
dodrio,jump-kick,48
dodrio,thrash,59
seel,headbutt,1
seel,growl,4
seel,encore,8
seel,aqua-jet,12
seel,ice-shard,16
seel,rest,20
seel,aurora-beam,26
seel,waterfall,32
seel,take-down,38
seel,ice-beam,44
seel,double-edge,50
dewgong,fake-out,1
dewgong,horn-drill,1
dewgong,headbutt,1
dewgong,growl,1
dewgong,encore,1
dewgong,aqua-jet,1
dewgong,growl,4
dewgong,encore,8
dewgong,aqua-jet,12
dewgong,ice-shard,15
dewgong,rest,20
dewgong,aurora-beam,26
dewgong,waterfall,32
dewgong,take-down,42
dewgong,ice-beam,52
dewgong,double-edge,62
grimer,pound,1
grimer,poison-gas,1
grimer,harden,6
grimer,minimize,12
grimer,disable,18
grimer,sludge,24
grimer,screech,30
grimer,toxic,36
grimer,acid-armor,42
grimer,sludge-bomb,48
grimer-alola,pound,1
grimer-alola,poison-gas,1
grimer-alola,harden,6
grimer-alola,minimize,12
grimer-alola,disable,18
grimer-alola,bite,24
grimer-alola,screech,30
grimer-alola,crunch,36
grimer-alola,acid-armor,42
grimer-alola,sludge-bomb,48
muk,haze,1
muk,moonblast,1
muk,pound,1
muk,poison-gas,1
muk,harden,1
muk,minimize,1
muk,harden,6
muk,minimize,12
muk,disable,18
muk,sludge,24
muk,screech,30
muk,toxic,36
muk,acid-armor,48
muk,sludge-bomb,60
muk-alola,haze,1
muk-alola,moonblast,1
muk-alola,pound,1
muk-alola,poison-gas,1
muk-alola,harden,1
muk-alola,minimize,1
muk-alola,harden,6
muk-alola,minimize,12
muk-alola,disable,18
muk-alola,bite,24
muk-alola,screech,30
muk-alola,crunch,36
muk-alola,acid-armor,48
muk-alola,sludge-bomb,60
shellder,tackle,1
shellder,water-gun,1
shellder,withdraw,4
shellder,leer,9
shellder,ice-shard,13
shellder,supersonic,18
shellder,clamp,22
shellder,aurora-beam,27
shellder,protect,31
shellder,ice-beam,36
shellder,shell-smash,40
shellder,hydro-pump,45
cloyster,spike-cannon,1
cloyster,barrier,1
cloyster,twineedle,1
cloyster,tackle,1
cloyster,water-gun,1
cloyster,withdraw,1
cloyster,leer,1
gastly,hypnosis,1
gastly,lick,1
gastly,smog,1
gastly,confuse-ray,5
gastly,poison-gas,7
gastly,night-shade,12
gastly,will-o-wisp,14
gastly,sucker-punch,19
gastly,toxic,21
gastly,shadow-ball,26
gastly,dark-pulse,28
gastly,dream-eater,33
haunter,hypnosis,1
haunter,lick,1
haunter,smog,1
haunter,confuse-ray,1
haunter,confuse-ray,5
haunter,poison-gas,7
haunter,night-shade,12
haunter,will-o-wisp,14
haunter,sucker-punch,19
haunter,toxic,21
haunter,shadow-ball,30
haunter,dark-pulse,36
haunter,dream-eater,45
gengar,disable,1
gengar,haze,1
gengar,hypnosis,1
gengar,lick,1
gengar,smog,1
gengar,confuse-ray,1
gengar,confuse-ray,5
gengar,poison-gas,7
gengar,night-shade,12
gengar,will-o-wisp,14
gengar,sucker-punch,19
gengar,toxic,21
gengar,shadow-ball,30
gengar,dark-pulse,36
gengar,dream-eater,45
gengar-mega,disable,1
gengar-mega,haze,1
gengar-mega,hypnosis,1
gengar-mega,lick,1
gengar-mega,smog,1
gengar-mega,confuse-ray,1
gengar-mega,confuse-ray,5
gengar-mega,poison-gas,7
gengar-mega,night-shade,12
gengar-mega,will-o-wisp,14
gengar-mega,sucker-punch,19
gengar-mega,toxic,21
gengar-mega,shadow-ball,30
gengar-mega,dark-pulse,36
gengar-mega,dream-eater,45
onix,tackle,1
onix,harden,1
onix,bind,1
onix,rock-throw,1
onix,stealth-rock,5
onix,rage,10
onix,screech,15
onix,dig,20
onix,slam,25
onix,rock-slide,30
onix,earthquake,35
onix,iron-tail,40
onix,double-edge,45
steelix,crunch,1
steelix,thunder-fang,1
steelix,ice-fang,1
steelix,fire-fang,1
steelix,rock-polish,1
steelix,tackle,1
steelix,harden,1
steelix,bind,1
steelix,rock-throw,1
steelix,smack-down,4
steelix,autotomize,8
steelix,dragon-breath,12
steelix,curse,16
steelix,rock-slide,20
steelix,screech,24
steelix,sand-tomb,28
steelix,stealth-rock,32
steelix,slam,36
steelix,sandstorm,40
steelix,dig,44
steelix,iron-tail,48
steelix,stone-edge,52
steelix,double-edge,56
steelix,magnet-rise,60
steelix-mega,thunder-fang,1
steelix-mega,ice-fang,1
steelix-mega,fire-fang,1
steelix-mega,mud-sport,1
steelix-mega,tackle,1
steelix-mega,harden,1
steelix-mega,bind,1
steelix-mega,curse,4
steelix-mega,rock-throw,7
steelix-mega,rock-tomb,10
steelix-mega,rage,13
steelix-mega,stealth-rock,16
steelix-mega,autotomize,19
steelix-mega,gyro-ball,20
steelix-mega,smack-down,22
steelix-mega,dragon-breath,25
steelix-mega,slam,28
steelix-mega,screech,31
steelix-mega,rock-slide,34
steelix-mega,crunch,37
steelix-mega,iron-tail,40
steelix-mega,dig,43
steelix-mega,stone-edge,46
steelix-mega,double-edge,49
steelix-mega,sandstorm,52
drowzee,pound,1
drowzee,hypnosis,1
drowzee,disable,4
drowzee,confusion,9
drowzee,poison-gas,13
drowzee,meditate,18
drowzee,psybeam,22
drowzee,headbutt,27
drowzee,psychic,31
drowzee,nasty-plot,36
drowzee,dream-eater,40
hypno,barrier,1
hypno,pound,1
hypno,hypnosis,1
hypno,disable,1
hypno,confusion,1
hypno,disable,4
hypno,confusion,9
hypno,poison-gas,13
hypno,meditate,18
hypno,psybeam,22
hypno,headbutt,27
hypno,psychic,36
hypno,nasty-plot,46
hypno,dream-eater,55
krabby,bubble,1
krabby,vise-grip,5
krabby,leer,9
krabby,harden,14
krabby,bubble-beam,18
krabby,stomp,23
krabby,protect,27
krabby,slam,32
krabby,crabhammer,36
krabby,guillotine,41
kingler,agility,1
kingler,amnesia,1
kingler,bubble,1
kingler,vise-grip,1
kingler,leer,1
kingler,harden,1
kingler,vise-grip,5
kingler,leer,9
kingler,harden,14
kingler,bubble-beam,18
kingler,stomp,23
kingler,protect,27
kingler,slam,37
kingler,crabhammer,41
kingler,guillotine,56
voltorb,tackle,1
voltorb,light-screen,3
voltorb,sonic-boom,6
voltorb,thunder-shock,9
voltorb,swift,14
voltorb,self-destruct,19
voltorb,screech,24
voltorb,thunderbolt,31
voltorb,mirror-coat,38
