pokemon_identifier,stat_identifier,base_stat
vivillon-monsoon,def,50
vivillon-monsoon,spatk,90
vivillon-monsoon,spdef,50
vivillon-monsoon,spe,89
vivillon-savanna,hp,80
vivillon-savanna,atk,52
vivillon-savanna,def,50
vivillon-savanna,spatk,90
vivillon-savanna,spdef,50
vivillon-savanna,spe,89
vivillon-sun,hp,80
vivillon-sun,atk,52
vivillon-sun,def,50
vivillon-sun,spatk,90
vivillon-sun,spdef,50
vivillon-sun,spe,89
vivillon-ocean,hp,80
vivillon-ocean,atk,52
vivillon-ocean,def,50
vivillon-ocean,spatk,90
vivillon-ocean,spdef,50
vivillon-ocean,spe,89
vivillon-jungle,hp,80
vivillon-jungle,atk,52
vivillon-jungle,def,50
vivillon-jungle,spatk,90
vivillon-jungle,spdef,50
vivillon-jungle,spe,89
vivillon-fancy,hp,80
vivillon-fancy,atk,52
vivillon-fancy,def,50
vivillon-fancy,spatk,90
vivillon-fancy,spdef,50
vivillon-fancy,spe,89
vivillon-poke-ball,hp,80
vivillon-poke-ball,atk,52
vivillon-poke-ball,def,50
vivillon-poke-ball,spatk,90
vivillon-poke-ball,spdef,50
vivillon-poke-ball,spe,89
litleo,hp,62
litleo,atk,50
litleo,def,58
litleo,spatk,73
litleo,spdef,54
litleo,spe,72
pyroar,hp,86
pyroar,atk,68
pyroar,def,72
pyroar,spatk,109
pyroar,spdef,66
pyroar,spe,106
flabebe-red,hp,44
flabebe-red,atk,38
flabebe-red,def,39
flabebe-red,spatk,61
flabebe-red,spdef,79
flabebe-red,spe,42
flabebe-yellow,hp,44
flabebe-yellow,atk,38
flabebe-yellow,def,39
flabebe-yellow,spatk,61
flabebe-yellow,spdef,79
flabebe-yellow,spe,42
flabebe-orange,hp,44
flabebe-orange,atk,38
flabebe-orange,def,39
flabebe-orange,spatk,61
flabebe-orange,spdef,79
flabebe-orange,spe,42
flabebe-blue,hp,44
flabebe-blue,atk,38
flabebe-blue,def,39
flabebe-blue,spatk,61
flabebe-blue,spdef,79
flabebe-blue,spe,42
flabebe-white,hp,44
flabebe-white,atk,38
flabebe-white,def,39
flabebe-white,spatk,61
flabebe-white,spdef,79
flabebe-white,spe,42
floette-red,hp,54
floette-red,atk,45
floette-red,def,47
floette-red,spatk,75
floette-red,spdef,98
floette-red,spe,52
floette-yellow,hp,54
floette-yellow,atk,45
floette-yellow,def,47
floette-yellow,spatk,75
floette-yellow,spdef,98
floette-yellow,spe,52
floette-orange,hp,54
floette-orange,atk,45
floette-orange,def,47
floette-orange,spatk,75
floette-orange,spdef,98
floette-orange,spe,52
floette-blue,hp,54
floette-blue,atk,45
floette-blue,def,47
floette-blue,spatk,75
floette-blue,spdef,98
floette-blue,spe,52
floette-white,hp,54
floette-white,atk,45
floette-white,def,47
floette-white,spatk,75
floette-white,spdef,98
floette-white,spe,52
floette-eternal,hp,74
floette-eternal,atk,65
floette-eternal,def,67
floette-eternal,spatk,125
floette-eternal,spdef,128
floette-eternal,spe,92
florges-red,hp,78
florges-red,atk,65
florges-red,def,68
florges-red,spatk,112
florges-red,spdef,154
florges-red,spe,75
florges-yellow,hp,78
florges-yellow,atk,65
florges-yellow,def,68
florges-yellow,spatk,112
florges-yellow,spdef,154
florges-yellow,spe,75
florges-orange,hp,78
florges-orange,atk,65
florges-orange,def,68
florges-orange,spatk,112
florges-orange,spdef,154
florges-orange,spe,75
florges-blue,hp,78
florges-blue,atk,65
florges-blue,def,68
florges-blue,spatk,112
florges-blue,spdef,154
florges-blue,spe,75
florges-white,hp,78
florges-white,atk,65
florges-white,def,68
florges-white,spatk,112
florges-white,spdef,154
florges-white,spe,75
skiddo,hp,66
skiddo,atk,65
skiddo,def,48
skiddo,spatk,62
skiddo,spdef,57
skiddo,spe,52
gogoat,hp,123
gogoat,atk,100
gogoat,def,62
gogoat,spatk,97
gogoat,spdef,81
gogoat,spe,68
pancham,hp,67
pancham,atk,82
pancham,def,62
pancham,spatk,46
pancham,spdef,48
pancham,spe,43
pangoro,hp,95
pangoro,atk,124
pangoro,def,78
pangoro,spatk,69
pangoro,spdef,71
pangoro,spe,58
furfrou,hp,75
furfrou,atk,80
furfrou,def,60
furfrou,spatk,65
furfrou,spdef,90
furfrou,spe,102
furfrou-heart,hp,75
furfrou-heart,atk,80
furfrou-heart,def,60
furfrou-heart,spatk,65
furfrou-heart,spdef,90
furfrou-heart,spe,102
furfrou-star,hp,75
furfrou-star,atk,80
furfrou-star,def,60
furfrou-star,spatk,65
furfrou-star,spdef,90
furfrou-star,spe,102
furfrou-diamond,hp,75
furfrou-diamond,atk,80
furfrou-diamond,def,60
furfrou-diamond,spatk,65
furfrou-diamond,spdef,90
furfrou-diamond,spe,102
furfrou-la-reine,hp,75
furfrou-la-reine,atk,80
furfrou-la-reine,def,60
furfrou-la-reine,spatk,65
furfrou-la-reine,spdef,90
furfrou-la-reine,spe,102
furfrou-kabuki,hp,75
furfrou-kabuki,atk,80
furfrou-kabuki,def,60
furfrou-kabuki,spatk,65
furfrou-kabuki,spdef,90
furfrou-kabuki,spe,102
furfrou-pharaoh,hp,75
furfrou-pharaoh,atk,80
furfrou-pharaoh,def,60
furfrou-pharaoh,spatk,65
furfrou-pharaoh,spdef,90
furfrou-pharaoh,spe,102
furfrou-debutante,hp,75
furfrou-debutante,atk,80
furfrou-debutante,def,60
furfrou-debutante,spatk,65
furfrou-debutante,spdef,90
furfrou-debutante,spe,102
furfrou-matron,hp,75
furfrou-matron,atk,80
furfrou-matron,def,60
furfrou-matron,spatk,65
furfrou-matron,spdef,90
furfrou-matron,spe,102
furfrou-dandy,hp,75
furfrou-dandy,atk,80
furfrou-dandy,def,60
furfrou-dandy,spatk,65
furfrou-dandy,spdef,90
furfrou-dandy,spe,102
espurr,hp,62
espurr,atk,48
espurr,def,54
espurr,spatk,63
espurr,spdef,60
espurr,spe,68
meowstic-female,hp,74
meowstic-female,atk,48
meowstic-female,def,76
meowstic-female,spatk,83
meowstic-female,spdef,81
meowstic-female,spe,104
meowstic-male,hp,74
meowstic-male,atk,48
meowstic-male,def,76
meowstic-male,spatk,83
meowstic-male,spdef,81
meowstic-male,spe,104
honedge,hp,45
honedge,atk,80
honedge,def,100
honedge,spatk,35
honedge,spdef,37
honedge,spe,28
doublade,hp,59
doublade,atk,110
doublade,def,150
doublade,spatk,45
doublade,spdef,49
doublade,spe,35
aegislash-shield,hp,60
aegislash-shield,atk,50
aegislash-shield,def,140
aegislash-shield,spatk,50
aegislash-shield,spdef,140
aegislash-shield,spe,60
aegislash-blade,hp,60
aegislash-blade,atk,140
aegislash-blade,def,50
aegislash-blade,spatk,140
aegislash-blade,spdef,50
aegislash-blade,spe,60
spritzee,hp,78
spritzee,atk,52
spritzee,def,60
spritzee,spatk,63
spritzee,spdef,65
spritzee,spe,23
aromatisse,hp,101
aromatisse,atk,72
aromatisse,def,72
aromatisse,spatk,99
aromatisse,spdef,89
aromatisse,spe,29
swirlix,hp,62
swirlix,atk,48
swirlix,def,66
swirlix,spatk,59
swirlix,spdef,57
swirlix,spe,49
slurpuff,hp,82
slurpuff,atk,80
slurpuff,def,86
slurpuff,spatk,85
slurpuff,spdef,75
slurpuff,spe,72
inkay,hp,53
inkay,atk,54
inkay,def,53
inkay,spatk,37
inkay,spdef,46
inkay,spe,45
malamar,hp,86
malamar,atk,92
malamar,def,88
malamar,spatk,68
malamar,spdef,75
malamar,spe,73
binacle,hp,42
binacle,atk,52
binacle,def,67
binacle,spatk,39
binacle,spdef,56
binacle,spe,50
barbaracle,hp,72
barbaracle,atk,105
barbaracle,def,115
barbaracle,spatk,54
barbaracle,spdef,86
barbaracle,spe,68
skrelp,hp,50
skrelp,atk,60
skrelp,def,60
skrelp,spatk,60
skrelp,spdef,60
skrelp,spe,30
dragalge,hp,65
dragalge,atk,75
dragalge,def,90
dragalge,spatk,97
dragalge,spdef,123
dragalge,spe,44
clauncher,hp,50
clauncher,atk,53
clauncher,def,62
clauncher,spatk,58
clauncher,spdef,63
clauncher,spe,44
clawitzer,hp,71
clawitzer,atk,73
clawitzer,def,88
clawitzer,spatk,120
clawitzer,spdef,89
clawitzer,spe,59
helioptile,hp,44
helioptile,atk,38
helioptile,def,33
helioptile,spatk,61
helioptile,spdef,43
helioptile,spe,70
heliolisk,hp,62
heliolisk,atk,55
heliolisk,def,52
heliolisk,spatk,109
heliolisk,spdef,94
heliolisk,spe,109
tyrunt,hp,58
tyrunt,atk,89
tyrunt,def,77
tyrunt,spatk,45
tyrunt,spdef,45
tyrunt,spe,48
tyrantrum,hp,82
tyrantrum,atk,121
tyrantrum,def,119
tyrantrum,spatk,69
tyrantrum,spdef,59
tyrantrum,spe,71
amaura,hp,77
amaura,atk,59
amaura,def,50
amaura,spatk,67
amaura,spdef,63
amaura,spe,46
aurorus,hp,123
aurorus,atk,77
aurorus,def,72
aurorus,spatk,99
aurorus,spdef,92
aurorus,spe,58
sylveon,hp,95
sylveon,atk,65
sylveon,def,65
sylveon,spatk,110
sylveon,spdef,130
sylveon,spe,60
hawlucha,hp,78
hawlucha,atk,92
hawlucha,def,75
hawlucha,spatk,74
hawlucha,spdef,63
hawlucha,spe,118
dedenne,hp,67
dedenne,atk,58
dedenne,def,57
dedenne,spatk,81
dedenne,spdef,67
dedenne,spe,101
carbink,hp,50
carbink,atk,50
carbink,def,150
carbink,spatk,50
carbink,spdef,150
carbink,spe,50
goomy,hp,45
goomy,atk,50
goomy,def,35
goomy,spatk,55
goomy,spdef,75
goomy,spe,40
sliggoo,hp,68
sliggoo,atk,75
sliggoo,def,53
sliggoo,spatk,83
sliggoo,spdef,113
sliggoo,spe,60
goodra,hp,90
goodra,atk,100
goodra,def,70
goodra,spatk,110
goodra,spdef,150
goodra,spe,80
klefki,hp,57
klefki,atk,80
klefki,def,91
klefki,spatk,80
klefki,spdef,87
klefki,spe,75
phantump,hp,43
phantump,atk,70
phantump,def,48
phantump,spatk,50
phantump,spdef,60
phantump,spe,38
trevenant,hp,85
trevenant,atk,110
trevenant,def,76
trevenant,spatk,65
trevenant,spdef,82
trevenant,spe,56
pumpkaboo-small,hp,44
pumpkaboo-small,atk,66
pumpkaboo-small,def,70
pumpkaboo-small,spatk,44
pumpkaboo-small,spdef,55
pumpkaboo-small,spe,56
pumpkaboo,hp,49
pumpkaboo,atk,66
pumpkaboo,def,70
pumpkaboo,spatk,44
pumpkaboo,spdef,55
pumpkaboo,spe,51
pumpkaboo-large,hp,54
pumpkaboo-large,atk,66
pumpkaboo-large,def,70
pumpkaboo-large,spatk,44
pumpkaboo-large,spdef,55
pumpkaboo-large,spe,46
pumpkaboo-super,hp,59
pumpkaboo-super,atk,66
pumpkaboo-super,def,70
pumpkaboo-super,spatk,44
pumpkaboo-super,spdef,55
pumpkaboo-super,spe,41
gourgeist-small,hp,55
gourgeist-small,atk,85
gourgeist-small,def,122
gourgeist-small,spatk,58
gourgeist-small,spdef,75
gourgeist-small,spe,99
gourgeist,hp,65
gourgeist,atk,90
gourgeist,def,122
gourgeist,spatk,58
gourgeist,spdef,75
gourgeist,spe,84
gourgeist-large,hp,75
gourgeist-large,atk,95
gourgeist-large,def,122
gourgeist-large,spatk,58
gourgeist-large,spdef,75
gourgeist-large,spe,69
gourgeist-super,hp,85
gourgeist-super,atk,100
gourgeist-super,def,122
gourgeist-super,spatk,58
gourgeist-super,spdef,75
gourgeist-super,spe,54
bergmite,hp,55
bergmite,atk,69
bergmite,def,85
bergmite,spatk,32
bergmite,spdef,35
bergmite,spe,28
avalugg,hp,95
avalugg,atk,117
avalugg,def,184
avalugg,spatk,44
avalugg,spdef,46
avalugg,spe,28
noibat,hp,40
noibat,atk,30
noibat,def,35
noibat,spatk,45
noibat,spdef,40
noibat,spe,55
noivern,hp,85
noivern,atk,70
noivern,def,80
noivern,spatk,97
noivern,spdef,80
noivern,spe,123
xerneas,hp,126
xerneas,atk,131
xerneas,def,95
xerneas,spatk,131
xerneas,spdef,98
xerneas,spe,99
xerneas-active,hp,126
xerneas-active,atk,131
xerneas-active,def,95
xerneas-active,spatk,131
xerneas-active,spdef,98
xerneas-active,spe,99
yveltal,hp,126
yveltal,atk,131
yveltal,def,95
yveltal,spatk,131
yveltal,spdef,98
yveltal,spe,99
zygarde-10-percent,hp,54
zygarde-10-percent,atk,100
zygarde-10-percent,def,71
zygarde-10-percent,spatk,61
zygarde-10-percent,spdef,85
zygarde-10-percent,spe,115
zygarde,hp,108
zygarde,atk,100
zygarde,def,121
zygarde,spatk,81
zygarde,spdef,95
zygarde,spe,95
zygarde-complete,hp,216
zygarde-complete,atk,100
zygarde-complete,def,121
zygarde-complete,spatk,91
zygarde-complete,spdef,95
zygarde-complete,spe,85
diancie,hp,50
diancie,atk,100
diancie,def,150
diancie,spatk,100
diancie,spdef,150
diancie,spe,50
diancie-mega,hp,50
diancie-mega,atk,160
diancie-mega,def,110
diancie-mega,spatk,160
diancie-mega,spdef,110
diancie-mega,spe,110
hoopa,hp,80
hoopa,atk,110
hoopa,def,60
hoopa,spatk,150
hoopa,spdef,130
hoopa,spe,70
hoopa-unbound,hp,80
hoopa-unbound,atk,160
hoopa-unbound,def,60
hoopa-unbound,spatk,170
hoopa-unbound,spdef,130
hoopa-unbound,spe,80
volcanion,hp,80
volcanion,atk,110
volcanion,def,120
volcanion,spatk,130
volcanion,spdef,90
volcanion,spe,70
rowlet,hp,68
rowlet,atk,55
rowlet,def,55
rowlet,spatk,50
rowlet,spdef,50
rowlet,spe,42
dartrix,hp,78
dartrix,atk,75
dartrix,def,75
dartrix,spatk,70
dartrix,spdef,70
dartrix,spe,52
decidueye,hp,78
decidueye,atk,107
decidueye,def,75
decidueye,spatk,100
decidueye,spdef,100
decidueye,spe,70
litten,hp,45
litten,atk,65
litten,def,40
litten,spatk,60
litten,spdef,40
litten,spe,70
torracat,hp,65
torracat,atk,85
torracat,def,50
torracat,spatk,80
torracat,spdef,50
torracat,spe,90
incineroar,hp,95
incineroar,atk,115
incineroar,def,90
incineroar,spatk,80
incineroar,spdef,90
incineroar,spe,60
popplio,hp,50
popplio,atk,54
popplio,def,54
popplio,spatk,66
popplio,spdef,56
popplio,spe,40
brionne,hp,60
brionne,atk,69
brionne,def,69
brionne,spatk,91
brionne,spdef,81
brionne,spe,50
primarina,hp,80
primarina,atk,74
primarina,def,74
primarina,spatk,126
primarina,spdef,116
primarina,spe,60
pikipek,hp,35
pikipek,atk,75
pikipek,def,30
pikipek,spatk,30
pikipek,spdef,30
pikipek,spe,65
trumbeak,hp,55
trumbeak,atk,85
trumbeak,def,50
trumbeak,spatk,40
trumbeak,spdef,50
trumbeak,spe,75
toucannon,hp,80
toucannon,atk,120
toucannon,def,75
toucannon,spatk,75
toucannon,spdef,75
toucannon,spe,60
yungoos,hp,48
yungoos,atk,70
yungoos,def,30
yungoos,spatk,30
yungoos,spdef,30
yungoos,spe,45
gumshoos,hp,88
gumshoos,atk,110
gumshoos,def,60
gumshoos,spatk,55
gumshoos,spdef,60
gumshoos,spe,45
grubbin,hp,47
grubbin,atk,62
grubbin,def,45
grubbin,spatk,55
grubbin,spdef,45
grubbin,spe,46
charjabug,hp,57
charjabug,atk,82
charjabug,def,95
charjabug,spatk,55
charjabug,spdef,75
charjabug,spe,36
vikavolt,hp,77
vikavolt,atk,70
vikavolt,def,90
vikavolt,spatk,145
vikavolt,spdef,75
vikavolt,spe,43
crabrawler,hp,47
crabrawler,atk,82
crabrawler,def,57
crabrawler,spatk,42
crabrawler,spdef,47
crabrawler,spe,63
crabominable,hp,97
crabominable,atk,132
crabominable,def,77
crabominable,spatk,62
crabominable,spdef,67
crabominable,spe,43
oricorio-baile,hp,75
oricorio-baile,atk,70
oricorio-baile,def,70
oricorio-baile,spatk,98
oricorio-baile,spdef,70
oricorio-baile,spe,93
oricorio-pom-pom,hp,75
oricorio-pom-pom,atk,70
oricorio-pom-pom,def,70
oricorio-pom-pom,spatk,98
oricorio-pom-pom,spdef,70
oricorio-pom-pom,spe,93
oricorio-pau,hp,75
oricorio-pau,atk,70
oricorio-pau,def,70
oricorio-pau,spatk,98
oricorio-pau,spdef,70
oricorio-pau,spe,93
oricorio-sensu,hp,75
oricorio-sensu,atk,70
oricorio-sensu,def,70
oricorio-sensu,spatk,98
oricorio-sensu,spdef,70
oricorio-sensu,spe,93
cutiefly,hp,40
cutiefly,atk,45
cutiefly,def,40
cutiefly,spatk,55
cutiefly,spdef,40
cutiefly,spe,84
ribombee,hp,60
ribombee,atk,55
ribombee,def,60
ribombee,spatk,95
ribombee,spdef,70
ribombee,spe,124
rockruff,hp,45
rockruff,atk,65
rockruff,def,40
rockruff,spatk,30
rockruff,spdef,40
rockruff,spe,60
lycanroc-midday,hp,75
lycanroc-midday,atk,115
lycanroc-midday,def,65
lycanroc-midday,spatk,55
lycanroc-midday,spdef,65
lycanroc-midday,spe,112
lycanroc-midnight,hp,85
lycanroc-midnight,atk,115
lycanroc-midnight,def,75
lycanroc-midnight,spatk,55
lycanroc-midnight,spdef,75
lycanroc-midnight,spe,82
lycanroc-dusk,hp,75
lycanroc-dusk,atk,117
lycanroc-dusk,def,65
lycanroc-dusk,spatk,55
lycanroc-dusk,spdef,65
lycanroc-dusk,spe,110
wishiwashi,hp,45
wishiwashi,atk,20
wishiwashi,def,20
wishiwashi,spatk,25
wishiwashi,spdef,25
wishiwashi,spe,40
wishiwashi-school,hp,45
wishiwashi-school,atk,140
wishiwashi-school,def,130
wishiwashi-school,spatk,140
wishiwashi-school,spdef,135
wishiwashi-school,spe,30
mareanie,hp,50
mareanie,atk,53
mareanie,def,62
mareanie,spatk,43
mareanie,spdef,52
mareanie,spe,45
toxapex,hp,50
toxapex,atk,63
toxapex,def,152
toxapex,spatk,53
toxapex,spdef,142
toxapex,spe,35
mudbray,hp,70
mudbray,atk,100
mudbray,def,70
mudbray,spatk,45
mudbray,spdef,55
mudbray,spe,45
mudsdale,hp,100
mudsdale,atk,125
mudsdale,def,100
mudsdale,spatk,55
mudsdale,spdef,85
mudsdale,spe,35
dewpider,hp,38
dewpider,atk,40
dewpider,def,52
dewpider,spatk,40
dewpider,spdef,72
dewpider,spe,27
araquanid,hp,68
araquanid,atk,70
araquanid,def,92
araquanid,spatk,50
araquanid,spdef,132
araquanid,spe,42
fomantis,hp,40
fomantis,atk,55
fomantis,def,35
fomantis,spatk,50
fomantis,spdef,35
fomantis,spe,35
lurantis,hp,70
lurantis,atk,105
lurantis,def,90
lurantis,spatk,80
lurantis,spdef,90
lurantis,spe,45
morelull,hp,40
morelull,atk,35
morelull,def,55
morelull,spatk,65
morelull,spdef,75
morelull,spe,15
shiinotic,hp,60
shiinotic,atk,45
shiinotic,def,80
shiinotic,spatk,90
shiinotic,spdef,100
shiinotic,spe,30
salandit,hp,48
salandit,atk,44
salandit,def,40
salandit,spatk,71
salandit,spdef,40
salandit,spe,77
salazzle,hp,68
salazzle,atk,64
salazzle,def,60
salazzle,spatk,111
salazzle,spdef,60
salazzle,spe,117
stufful,hp,70
stufful,atk,75
stufful,def,50
stufful,spatk,45
stufful,spdef,50
stufful,spe,50
bewear,hp,120
bewear,atk,125
bewear,def,80
bewear,spatk,55
bewear,spdef,60
bewear,spe,60
bounsweet,hp,42
bounsweet,atk,30
bounsweet,def,38
bounsweet,spatk,30
bounsweet,spdef,38
bounsweet,spe,32
steenee,hp,52
steenee,atk,40
steenee,def,48
steenee,spatk,40
steenee,spdef,48
steenee,spe,62
tsareena,hp,72
tsareena,atk,120
tsareena,def,98
tsareena,spatk,50
tsareena,spdef,98
tsareena,spe,72
comfey,hp,51
comfey,atk,52
comfey,def,90
comfey,spatk,82
comfey,spdef,110
comfey,spe,100
oranguru,hp,90
oranguru,atk,60
oranguru,def,80
oranguru,spatk,90
oranguru,spdef,110
oranguru,spe,60
passimian,hp,100
passimian,atk,120
passimian,def,90
passimian,spatk,40
passimian,spdef,60
passimian,spe,80
wimpod,hp,25
wimpod,atk,35
wimpod,def,40
wimpod,spatk,20
wimpod,spdef,30
wimpod,spe,80
golisopod,hp,75
golisopod,atk,125
golisopod,def,140
golisopod,spatk,60
golisopod,spdef,90
golisopod,spe,40
sandygast,hp,55
sandygast,atk,55
sandygast,def,80
sandygast,spatk,70
sandygast,spdef,45
sandygast,spe,15
palossand,hp,85
palossand,atk,75
palossand,def,110
palossand,spatk,100
palossand,spdef,75
palossand,spe,35
pyukumuku,hp,55
pyukumuku,atk,60
pyukumuku,def,130
pyukumuku,spatk,30
pyukumuku,spdef,130
pyukumuku,spe,5
type-null,hp,95
type-null,atk,95
type-null,def,95
type-null,spatk,95
type-null,spdef,95
type-null,spe,59
silvally,hp,95
silvally,atk,95
silvally,def,95
silvally,spatk,95
silvally,spdef,95
silvally,spe,95
silvally-fire,hp,95
silvally-fire,atk,95
silvally-fire,def,95
silvally-fire,spatk,95
silvally-fire,spdef,95
silvally-fire,spe,95
silvally-water,hp,95
silvally-water,atk,95
silvally-water,def,95
silvally-water,spatk,95
silvally-water,spdef,95
silvally-water,spe,95
silvally-grass,hp,95
silvally-grass,atk,95
silvally-grass,def,95
silvally-grass,spatk,95
silvally-grass,spdef,95
silvally-grass,spe,95
silvally-electric,hp,95
silvally-electric,atk,95
silvally-electric,def,95
silvally-electric,spatk,95
silvally-electric,spdef,95
silvally-electric,spe,95
silvally-ice,hp,95
silvally-ice,atk,95
silvally-ice,def,95
silvally-ice,spatk,95
silvally-ice,spdef,95
silvally-ice,spe,95
silvally-fighting,hp,95
silvally-fighting,atk,95
silvally-fighting,def,95
silvally-fighting,spatk,95
silvally-fighting,spdef,95
silvally-fighting,spe,95
silvally-poison,hp,95
silvally-poison,atk,95
silvally-poison,def,95
silvally-poison,spatk,95
silvally-poison,spdef,95
silvally-poison,spe,95
silvally-ground,hp,95
silvally-ground,atk,95
silvally-ground,def,95
silvally-ground,spatk,95
silvally-ground,spdef,95
silvally-ground,spe,95
silvally-flying,hp,95
silvally-flying,atk,95
silvally-flying,def,95
silvally-flying,spatk,95
silvally-flying,spdef,95
silvally-flying,spe,95
silvally-psychic,hp,95
silvally-psychic,atk,95
silvally-psychic,def,95
silvally-psychic,spatk,95
silvally-psychic,spdef,95
silvally-psychic,spe,95
silvally-bug,hp,95
silvally-bug,atk,95
silvally-bug,def,95
silvally-bug,spatk,95
silvally-bug,spdef,95
silvally-bug,spe,95
silvally-rock,hp,95
silvally-rock,atk,95
silvally-rock,def,95
silvally-rock,spatk,95
silvally-rock,spdef,95
silvally-rock,spe,95
silvally-ghost,hp,95
silvally-ghost,atk,95
silvally-ghost,def,95
silvally-ghost,spatk,95
silvally-ghost,spdef,95
silvally-ghost,spe,95
silvally-dragon,hp,95
silvally-dragon,atk,95
silvally-dragon,def,95
silvally-dragon,spatk,95
silvally-dragon,spdef,95
silvally-dragon,spe,95
silvally-dark,hp,95
silvally-dark,atk,95
silvally-dark,def,95
silvally-dark,spatk,95
silvally-dark,spdef,95
silvally-dark,spe,95
silvally-steel,hp,95
silvally-steel,atk,95
silvally-steel,def,95
silvally-steel,spatk,95
silvally-steel,spdef,95
silvally-steel,spe,95
silvally-fairy,hp,95
silvally-fairy,atk,95
silvally-fairy,def,95
silvally-fairy,spatk,95
silvally-fairy,spdef,95
silvally-fairy,spe,95
minior,hp,60
minior,atk,60
minior,def,100
minior,spatk,60
minior,spdef,100
minior,spe,60
minior-red,hp,60
minior-red,atk,100
minior-red,def,60
minior-red,spatk,100
minior-red,spdef,60
minior-red,spe,120
minior-orange,hp,60
minior-orange,atk,100
minior-orange,def,60
minior-orange,spatk,100
minior-orange,spdef,60
minior-orange,spe,120
minior-yellow,hp,60
minior-yellow,atk,100
minior-yellow,def,60
minior-yellow,spatk,100
minior-yellow,spdef,60
minior-yellow,spe,120
minior-green,hp,60
minior-green,atk,100
minior-green,def,60
minior-green,spatk,100
minior-green,spdef,60
minior-green,spe,120
minior-blue,hp,60
minior-blue,atk,100
minior-blue,def,60
minior-blue,spatk,100
minior-blue,spdef,60
minior-blue,spe,120
minior-indigo,hp,60
minior-indigo,atk,100
minior-indigo,def,60
minior-indigo,spatk,100
minior-indigo,spdef,60
minior-indigo,spe,120
minior-violet,hp,60
minior-violet,atk,100
minior-violet,def,60
minior-violet,spatk,100
minior-violet,spdef,60
minior-violet,spe,120
komala,hp,65
komala,atk,115
komala,def,65
komala,spatk,75
komala,spdef,95
komala,spe,65
turtonator,hp,60
turtonator,atk,78
turtonator,def,135
turtonator,spatk,91
turtonator,spdef,85
turtonator,spe,36
togedemaru,hp,65
togedemaru,atk,98
togedemaru,def,63
togedemaru,spatk,40
togedemaru,spdef,73
togedemaru,spe,96
mimikyu,hp,55
mimikyu,atk,90
mimikyu,def,80
mimikyu,spatk,50
mimikyu,spdef,105
mimikyu,spe,96
mimikyu-busted,hp,55
mimikyu-busted,atk,90
mimikyu-busted,def,80
mimikyu-busted,spatk,50
mimikyu-busted,spdef,105
mimikyu-busted,spe,96
bruxish,hp,68
bruxish,atk,105
bruxish,def,70
bruxish,spatk,70
bruxish,spdef,70
bruxish,spe,92
drampa,hp,78
drampa,atk,60
drampa,def,85
drampa,spatk,135
drampa,spdef,91
drampa,spe,36
dhelmise,hp,70
dhelmise,atk,131
dhelmise,def,100
dhelmise,spatk,86
dhelmise,spdef,90
dhelmise,spe,40
jangmo-o,hp,45
jangmo-o,atk,55
jangmo-o,def,65
jangmo-o,spatk,45
jangmo-o,spdef,45
jangmo-o,spe,45
hakamo-o,hp,55
hakamo-o,atk,75
hakamo-o,def,90
hakamo-o,spatk,65
hakamo-o,spdef,70
hakamo-o,spe,65
kommo-o,hp,75
kommo-o,atk,110
kommo-o,def,125
kommo-o,spatk,100
kommo-o,spdef,105
kommo-o,spe,85
tapu-koko,hp,70
tapu-koko,atk,115
tapu-koko,def,85
tapu-koko,spatk,95
tapu-koko,spdef,75
tapu-koko,spe,130
tapu-lele,hp,70
tapu-lele,atk,85
tapu-lele,def,75
tapu-lele,spatk,130
tapu-lele,spdef,115
tapu-lele,spe,95
tapu-bulu,hp,70
tapu-bulu,atk,130
tapu-bulu,def,115
tapu-bulu,spatk,85
tapu-bulu,spdef,95
tapu-bulu,spe,75
tapu-fini,hp,70
tapu-fini,atk,75
tapu-fini,def,115
tapu-fini,spatk,95
tapu-fini,spdef,130
tapu-fini,spe,85
cosmog,hp,43
cosmog,atk,29
cosmog,def,31
cosmog,spatk,29
cosmog,spdef,31
cosmog,spe,37
cosmoem,hp,43
cosmoem,atk,29
cosmoem,def,131
cosmoem,spatk,29
cosmoem,spdef,131
cosmoem,spe,37
solgaleo,hp,137
solgaleo,atk,137
solgaleo,def,107
solgaleo,spatk,113
solgaleo,spdef,89
solgaleo,spe,97
lunala,hp,137
lunala,atk,113
lunala,def,89
lunala,spatk,137
lunala,spdef,107
lunala,spe,97
nihilego,hp,109
nihilego,atk,53
nihilego,def,47
nihilego,spatk,127
nihilego,spdef,131
nihilego,spe,103
buzzwole,hp,107
buzzwole,atk,139
buzzwole,def,139
buzzwole,spatk,53
buzzwole,spdef,53
buzzwole,spe,79
pheromosa,hp,71
pheromosa,atk,137
pheromosa,def,37
pheromosa,spatk,137
pheromosa,spdef,37
pheromosa,spe,151
xurkitree,hp,83
xurkitree,atk,89
xurkitree,def,71
xurkitree,spatk,173
xurkitree,spdef,71
xurkitree,spe,83
celesteela,hp,97
celesteela,atk,101
celesteela,def,103
celesteela,spatk,107
celesteela,spdef,101
celesteela,spe,61
kartana,hp,59
kartana,atk,181
kartana,def,131
kartana,spatk,59
kartana,spdef,31
kartana,spe,109
guzzlord,hp,223
guzzlord,atk,101
guzzlord,def,53
guzzlord,spatk,97
guzzlord,spdef,53
guzzlord,spe,43
necrozma,hp,97
necrozma,atk,107
necrozma,def,101
necrozma,spatk,127
necrozma,spdef,89
