pokemon_identifier,entry_number,flavor_text
haunter,2,"If you get the feeling of being watched in darkness when nobody is around, Haunter is there."
gengar,1,"On the night of a full moon, if shadows move on their own and laugh, it must be Gengar’s doing."
gengar,2,It is said to emerge from darkness to steal the lives of those who become lost in mountains.
gengar-mega,1,It tries to take the lives of anyone and everyone. It will even try to curse the Trainer who is its master! 
gengar-mega,2,Mega Evolution has made it possible for Gengar to access other dimensions. Its entire body is brimming with strange power. 
gengar-gigantamax,1,"Rumor has it that its gigantic mouth leads not into its body, filled with cursed energy, but instead directly to the afterlife. "
gengar-gigantamax,2,"It lays traps, hoping to steal the lives of those it catches. If you stand in front of its mouth, you'll hear your loved ones' voices calling out to you. "
onix,1,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid."
onix,2,"It rapidly bores through the ground at 50 mph by squirming and twisting its massive, rugged body."
drowzee,1,"It can be spotted near recreational facilities, intending to eat the pleasant dreams of children who enjoyed themselves there that day."
drowzee,2,"It puts its prey to sleep and devours their dreams. It seems that bad dreams taste sour, so Drowzee doesn’t particularly like eating them."
hypno,1,"In Alola, Komala is Hypno’s main target. It rarely harms people."
hypno,2,There are some Hypno that assist doctors with patients who can’t sleep at night in hospitals.
krabby,1,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.
krabby,2,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger."
kingler,1,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move."
kingler,2,"Its oversized claw is very powerful, but when it’s not in battle, the claw just gets in the way."
kingler-gigantamax,1,The flow of Gigantamax energy has spurred this Pokémon's left pincer to grow to an enormous size. That claw can pulverize anything. 
kingler-gigantamax,2,The bubbles it spews out are strongly alkaline. Any opponents hit by them will have their bodies quickly melted away. 
voltorb,1,It was discovered when Poké Balls were introduced. It is said that there is some connection.
voltorb,2,"Usually found in power plants. Easily mistaken for a Poké Ball, it has zapped many people."
electrode,1,"It explodes in response to even minor stimuli. It is feared, with the nickname of “The Bomb Ball.”"
electrode,2,It stores an overflowing amount of electric energy inside its body. Even a small shock makes it explode.
exeggcute,1,"Though it may look like it’s just a bunch of eggs, it’s a proper Pokémon. Exeggcute communicates with others of its kind via telepathy, apparently."
exeggcute,2,"These Pokémon get nervous when they’re not in a group of six. The minute even one member of the group goes missing, Exeggcute become cowardly."
exeggutor,1,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.
exeggutor,2,"When they work together, Exeggutor’s three heads can put out powerful psychic energy. Cloudy days make this Pokémon sluggish."
exeggutor-alola,1,Exeggutor is the pride of the Alolan people. Its image is carved into historical buildings and murals. 
exeggutor-alola,2,"It swings its long neck like a whip and smacks its opponents. This makes Exeggutor itself dizzy, too. "
cubone,1,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head."
cubone,2,"This Pokémon wears the skull of its deceased mother. Sometimes Cubone’s dreams make it cry, but each tear Cubone sheds makes it stronger."
marowak,1,"This Pokémon overcame its sorrow to evolve a sturdy new body. Marowak faces its opponents bravely, using a bone as a weapon."
marowak,2,"When this Pokémon evolved, the skull of its mother fused to it. Marowak’s temperament also turned vicious at the same time."
marowak-alola,1,The rich greenery of the Alola region is hard on Marowak. It controls fire to stay alive. 
marowak-alola,2,"When it beats opponents with its bone, the cursed flames spread to them. No amount of water will stop those flames from burning. "
hitmonlee,1,This amazing Pokémon has an awesome sense of balance. It can kick in succession from any position.
hitmonlee,2,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.
hitmonchan,1,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn."
hitmonchan,2,"Its punches slice the air. However, it seems to need a short break after fighting for three minutes."
lickitung,1,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either."
lickitung,2,"Bug Pokémon are Lickitung’s main food source. This Pokémon paralyzes its prey with a lick from its long tongue, then swallows the prey whole."
koffing,1,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash."
koffing,2,It adores polluted air. Some claim that Koffing used to be more plentiful in the Galar region than they are now.
weezing,1,It mixes gases between its two bodies. It’s said that these Pokémon were seen all over the Galar region back in the day.
weezing,2,"It can’t suck in air quite as well as a Galarian Weezing, but the toxins it creates are more potent than those of its counterpart."
weezing-galar,1,"This Pokémon consumes particles that contaminate the air. Instead of leaving droppings, it expels clean air. "
weezing-galar,2,"Long ago, during a time when droves of factories fouled the air with pollution, Weezing changed into this form for some reason. "
rhyhorn,1,"Strong, but not too bright, this Pokémon can shatter even a skyscraper with its charging tackles."
rhyhorn,2,"It can remember only one thing at a time. Once it starts rushing, it forgets why it started."
rhydon,1,It begins walking on its hind legs after evolution. It can punch holes through boulders with its horn.
rhydon,2,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees Fahrenheit."
chansey,1,The egg Chansey carries is not only delicious but also packed with nutrition. It’s used as a high-class cooking ingredient.
chansey,2,"This species was once very slow. To protect their eggs from other creatures, these Pokémon became able to flee quickly."
tangela,1,"Hidden beneath a tangle of vines that grows nonstop even if the vines are torn off, this Pokémon’s true appearance remains a mystery."
tangela,2,"The vines of a Tangela have a distinct scent. In some parts of Galar, Tangela vines are used as herbs."
kangaskhan,1,"Although it’s carrying its baby in a pouch on its belly, Kangaskhan is swift on its feet. It intimidates its opponents with quick jabs."
kangaskhan,2,There are records of a lost human child being raised by a childless Kangaskhan.
kangaskhan-mega,1,The explosive energy the child is bathed in causes temporary growth. The mother is beside herself with worry about it. 
kangaskhan-mega,2,"When the mother sees the back of her Mega-Evolved child, it makes her think of the day when her child will inevitably leave her. "
horsea,1,"Horsea makes its home in oceans with gentle currents. If this Pokémon is under attack, it spits out pitch-black ink and escapes."
horsea,2,They swim with dance-like motions and cause whirlpools to form. Horsea compete to see which of them can generate the biggest whirlpool.
seadra,1,"It’s the males that raise the offspring. While Seadra are raising young, the spines on their backs secrete thicker and stronger poison."
